filename,size,size_gb
chunk_4-00007-of-00014.parquet,202470155,0.189
chunk_4-00008-of-00014.parquet,197152783,0.184
chunk_4-00009-of-00014.parquet,217496819,0.203
chunk_4-00010-of-00014.parquet,201783931,0.188
chunk_4-00011-of-00014.parquet,141168583,0.131
chunk_4-00012-of-00014.parquet,183291300,0.171
chunk_4-00013-of-00014.parquet,215188976,0.2
chunk_40-00000-of-00028.parquet,180900929,0.168
chunk_40-00001-of-00028.parquet,202945804,0.189
chunk_40-00002-of-00028.parquet,229150074,0.213
chunk_40-00003-of-00028.parquet,251164003,0.234
chunk_40-00004-of-00028.parquet,238614895,0.222
chunk_40-00005-of-00028.parquet,154942554,0.144
chunk_40-00006-of-00028.parquet,222656347,0.207
chunk_40-00007-of-00028.parquet,271216424,0.253
chunk_40-00008-of-00028.parquet,197053658,0.184
chunk_40-00009-of-00028.parquet,198811586,0.185
chunk_40-00010-of-00028.parquet,157751668,0.147
chunk_40-00011-of-00028.parquet,183019223,0.17
chunk_40-00012-of-00028.parquet,189031675,0.176
chunk_40-00013-of-00028.parquet,209437063,0.195
chunk_40-00014-of-00028.parquet,209920066,0.196
chunk_40-00015-of-00028.parquet,195558466,0.182
chunk_40-00016-of-00028.parquet,121295545,0.113
chunk_40-00017-of-00028.parquet,184079631,0.171
chunk_40-00018-of-00028.parquet,66875676,0.062
chunk_40-00019-of-00028.parquet,177908827,0.166
chunk_40-00020-of-00028.parquet,200567436,0.187
chunk_40-00021-of-00028.parquet,148380943,0.138
chunk_40-00022-of-00028.parquet,134958424,0.126
chunk_40-00023-of-00028.parquet,180973259,0.169
chunk_40-00024-of-00028.parquet,166843909,0.155
chunk_40-00025-of-00028.parquet,181394758,0.169
chunk_40-00026-of-00028.parquet,161606540,0.151
chunk_40-00027-of-00028.parquet,199665741,0.186
chunk_41-00000-of-00018.parquet,213799816,0.199
chunk_41-00001-of-00018.parquet,221109225,0.206
chunk_41-00002-of-00018.parquet,323901311,0.302
chunk_41-00003-of-00018.parquet,220917163,0.206
chunk_41-00004-of-00018.parquet,167091930,0.156
chunk_41-00005-of-00018.parquet,235444214,0.219
chunk_41-00006-of-00018.parquet,193155518,0.18
chunk_41-00007-of-00018.parquet,129930315,0.121
chunk_41-00008-of-00018.parquet,168114586,0.157
chunk_41-00009-of-00018.parquet,139468839,0.13
chunk_41-00010-of-00018.parquet,127239647,0.119
chunk_41-00011-of-00018.parquet,82041243,0.076
chunk_41-00012-of-00018.parquet,48517615,0.045
chunk_41-00013-of-00018.parquet,107960388,0.101
chunk_41-00014-of-00018.parquet,166908446,0.155
chunk_41-00015-of-00018.parquet,214998194,0.2
chunk_41-00016-of-00018.parquet,201135710,0.187
chunk_41-00017-of-00018.parquet,181730580,0.169
chunk_42-00000-of-00495.parquet,27022448,0.025
chunk_42-00001-of-00495.parquet,48303442,0.045
chunk_42-00002-of-00495.parquet,34564610,0.032
chunk_42-00003-of-00495.parquet,37128156,0.035
chunk_42-00004-of-00495.parquet,32210168,0.03
chunk_42-00005-of-00495.parquet,590581389,0.55
chunk_42-00006-of-00495.parquet,403398782,0.376
chunk_42-00007-of-00495.parquet,477926069,0.445
chunk_42-00008-of-00495.parquet,530707335,0.494
chunk_42-00009-of-00495.parquet,538284542,0.501
chunk_42-00010-of-00495.parquet,536605534,0.5
chunk_42-00011-of-00495.parquet,488414365,0.455
chunk_42-00012-of-00495.parquet,497109718,0.463
chunk_42-00013-of-00495.parquet,413434921,0.385
chunk_42-00014-of-00495.parquet,393282573,0.366
chunk_42-00015-of-00495.parquet,366887654,0.342
chunk_42-00016-of-00495.parquet,495544918,0.462
chunk_42-00017-of-00495.parquet,395360157,0.368
chunk_42-00018-of-00495.parquet,504477517,0.47
chunk_42-00019-of-00495.parquet,453646530,0.422
chunk_42-00020-of-00495.parquet,422708553,0.394
chunk_42-00021-of-00495.parquet,392744810,0.366
chunk_42-00022-of-00495.parquet,353632270,0.329
chunk_42-00023-of-00495.parquet,405681740,0.378
chunk_42-00024-of-00495.parquet,375251060,0.349
chunk_42-00025-of-00495.parquet,287634652,0.268
chunk_42-00026-of-00495.parquet,418049393,0.389
chunk_42-00027-of-00495.parquet,434633039,0.405
chunk_42-00028-of-00495.parquet,333307436,0.31
chunk_42-00029-of-00495.parquet,336309777,0.313
chunk_42-00030-of-00495.parquet,367573574,0.342
chunk_42-00031-of-00495.parquet,319813221,0.298
chunk_42-00032-of-00495.parquet,191924390,0.179
chunk_42-00033-of-00495.parquet,258943922,0.241
chunk_42-00034-of-00495.parquet,321716343,0.3
chunk_42-00035-of-00495.parquet,309154260,0.288
chunk_42-00036-of-00495.parquet,403157290,0.375
chunk_42-00037-of-00495.parquet,379502452,0.353
chunk_42-00038-of-00495.parquet,370758805,0.345
chunk_42-00039-of-00495.parquet,430555879,0.401
chunk_42-00040-of-00495.parquet,389468523,0.363
chunk_42-00041-of-00495.parquet,371733698,0.346
chunk_42-00042-of-00495.parquet,403093460,0.375
chunk_42-00043-of-00495.parquet,342165006,0.319
chunk_42-00044-of-00495.parquet,343366787,0.32
chunk_42-00045-of-00495.parquet,325471187,0.303
chunk_42-00046-of-00495.parquet,308627676,0.287
chunk_42-00047-of-00495.parquet,298100106,0.278
chunk_42-00048-of-00495.parquet,313847646,0.292
chunk_42-00049-of-00495.parquet,309145309,0.288
chunk_42-00050-of-00495.parquet,320797426,0.299
chunk_42-00051-of-00495.parquet,343930393,0.32
chunk_42-00052-of-00495.parquet,349872327,0.326
chunk_42-00053-of-00495.parquet,386255699,0.36
chunk_42-00054-of-00495.parquet,364780220,0.34
chunk_42-00055-of-00495.parquet,335852919,0.313
chunk_42-00056-of-00495.parquet,314057322,0.292
chunk_42-00057-of-00495.parquet,295485585,0.275
chunk_42-00058-of-00495.parquet,245740934,0.229
chunk_42-00059-of-00495.parquet,213363692,0.199
chunk_42-00060-of-00495.parquet,237907436,0.222
chunk_42-00061-of-00495.parquet,266691203,0.248
chunk_42-00062-of-00495.parquet,258613471,0.241
chunk_42-00063-of-00495.parquet,251462660,0.234
chunk_42-00064-of-00495.parquet,252021773,0.235
chunk_42-00065-of-00495.parquet,227588373,0.212
chunk_42-00066-of-00495.parquet,241489782,0.225
chunk_42-00067-of-00495.parquet,275648978,0.257
chunk_42-00068-of-00495.parquet,292666758,0.273
chunk_42-00069-of-00495.parquet,296214526,0.276
chunk_42-00070-of-00495.parquet,314091516,0.293
chunk_42-00071-of-00495.parquet,316783884,0.295
chunk_42-00072-of-00495.parquet,324447234,0.302
chunk_42-00073-of-00495.parquet,275210732,0.256
chunk_42-00074-of-00495.parquet,259904973,0.242
chunk_42-00075-of-00495.parquet,260968574,0.243
chunk_42-00076-of-00495.parquet,272420173,0.254
chunk_42-00077-of-00495.parquet,247314502,0.23
chunk_42-00078-of-00495.parquet,297697232,0.277
chunk_42-00079-of-00495.parquet,324804524,0.302
chunk_42-00080-of-00495.parquet,289441175,0.27
chunk_42-00081-of-00495.parquet,236020799,0.22
chunk_42-00082-of-00495.parquet,234536286,0.218
chunk_42-00083-of-00495.parquet,286614609,0.267
chunk_42-00084-of-00495.parquet,255306068,0.238
chunk_42-00085-of-00495.parquet,228673554,0.213
chunk_42-00086-of-00495.parquet,195523127,0.182
chunk_42-00087-of-00495.parquet,226154519,0.211
chunk_42-00088-of-00495.parquet,194443454,0.181
chunk_42-00089-of-00495.parquet,209493864,0.195
chunk_42-00090-of-00495.parquet,198026501,0.184
chunk_42-00091-of-00495.parquet,213645193,0.199
chunk_42-00092-of-00495.parquet,199185157,0.186
chunk_42-00093-of-00495.parquet,210374789,0.196
chunk_42-00094-of-00495.parquet,195142567,0.182
chunk_42-00095-of-00495.parquet,192120629,0.179
chunk_42-00096-of-00495.parquet,227637575,0.212
chunk_42-00097-of-00495.parquet,257698483,0.24
chunk_42-00098-of-00495.parquet,274908238,0.256
chunk_42-00099-of-00495.parquet,259094405,0.241
chunk_42-00100-of-00495.parquet,256379791,0.239
chunk_42-00101-of-00495.parquet,232948623,0.217
chunk_42-00102-of-00495.parquet,206703309,0.193
chunk_42-00103-of-00495.parquet,227949942,0.212
chunk_42-00104-of-00495.parquet,234502283,0.218
chunk_42-00105-of-00495.parquet,226808217,0.211
chunk_42-00106-of-00495.parquet,211331086,0.197
chunk_42-00107-of-00495.parquet,202397417,0.188
chunk_42-00108-of-00495.parquet,167020198,0.156
chunk_42-00109-of-00495.parquet,231511879,0.216
chunk_42-00110-of-00495.parquet,199882270,0.186
chunk_42-00111-of-00495.parquet,178237491,0.166
chunk_42-00112-of-00495.parquet,181571227,0.169
chunk_42-00113-of-00495.parquet,175779799,0.164
chunk_42-00114-of-00495.parquet,234281253,0.218
chunk_42-00115-of-00495.parquet,199294176,0.186
chunk_42-00116-of-00495.parquet,229003804,0.213
chunk_42-00117-of-00495.parquet,203884524,0.19
chunk_42-00118-of-00495.parquet,223912466,0.209
chunk_42-00119-of-00495.parquet,238956188,0.223
chunk_42-00120-of-00495.parquet,181901091,0.169
chunk_42-00121-of-00495.parquet,222333664,0.207
chunk_42-00122-of-00495.parquet,236158510,0.22
chunk_42-00123-of-00495.parquet,233109500,0.217
chunk_42-00124-of-00495.parquet,190473591,0.177
chunk_42-00125-of-00495.parquet,194529892,0.181
chunk_42-00126-of-00495.parquet,212942303,0.198
chunk_42-00127-of-00495.parquet,244902232,0.228
chunk_42-00128-of-00495.parquet,200110617,0.186
chunk_42-00129-of-00495.parquet,179042139,0.167
chunk_42-00130-of-00495.parquet,168853949,0.157
chunk_42-00131-of-00495.parquet,177570015,0.165
chunk_42-00132-of-00495.parquet,126148581,0.117
chunk_42-00133-of-00495.parquet,127183300,0.118
chunk_42-00134-of-00495.parquet,138434622,0.129
chunk_42-00135-of-00495.parquet,160468226,0.149
chunk_42-00136-of-00495.parquet,186607971,0.174
chunk_42-00137-of-00495.parquet,175609644,0.164
chunk_42-00138-of-00495.parquet,174390802,0.162
chunk_42-00139-of-00495.parquet,177444288,0.165
chunk_42-00140-of-00495.parquet,158455194,0.148
chunk_42-00141-of-00495.parquet,178313840,0.166
chunk_42-00142-of-00495.parquet,174385184,0.162
chunk_42-00143-of-00495.parquet,190988203,0.178
chunk_42-00144-of-00495.parquet,187536954,0.175
chunk_42-00145-of-00495.parquet,194856732,0.181
chunk_42-00146-of-00495.parquet,191350497,0.178
chunk_42-00147-of-00495.parquet,188185703,0.175
chunk_42-00148-of-00495.parquet,189176110,0.176
chunk_42-00149-of-00495.parquet,203825027,0.19
chunk_42-00150-of-00495.parquet,197017769,0.183
chunk_42-00151-of-00495.parquet,153484812,0.143
chunk_42-00152-of-00495.parquet,146386583,0.136
chunk_42-00153-of-00495.parquet,159027685,0.148
chunk_42-00154-of-00495.parquet,164735068,0.153
chunk_42-00155-of-00495.parquet,167557611,0.156
chunk_42-00156-of-00495.parquet,155621923,0.145
chunk_42-00157-of-00495.parquet,139908089,0.13
chunk_42-00158-of-00495.parquet,135966752,0.127
chunk_42-00159-of-00495.parquet,157977632,0.147
chunk_42-00160-of-00495.parquet,165782041,0.154
chunk_42-00161-of-00495.parquet,143160609,0.133
chunk_42-00162-of-00495.parquet,147543461,0.137
chunk_42-00163-of-00495.parquet,147118572,0.137
chunk_42-00164-of-00495.parquet,162751388,0.152
chunk_42-00165-of-00495.parquet,155033802,0.144
chunk_42-00166-of-00495.parquet,143106252,0.133
chunk_42-00167-of-00495.parquet,158743224,0.148
chunk_42-00168-of-00495.parquet,168990853,0.157
chunk_42-00169-of-00495.parquet,172476334,0.161
chunk_42-00170-of-00495.parquet,154748335,0.144
chunk_42-00171-of-00495.parquet,150267507,0.14
chunk_42-00172-of-00495.parquet,162522248,0.151
chunk_42-00173-of-00495.parquet,176088285,0.164
chunk_42-00174-of-00495.parquet,166954538,0.155
chunk_42-00175-of-00495.parquet,167603837,0.156
chunk_42-00176-of-00495.parquet,176512645,0.164
chunk_42-00177-of-00495.parquet,178161712,0.166
chunk_42-00178-of-00495.parquet,164580427,0.153
chunk_42-00179-of-00495.parquet,157924036,0.147
chunk_42-00180-of-00495.parquet,161224995,0.15
chunk_42-00181-of-00495.parquet,176679635,0.165
chunk_42-00182-of-00495.parquet,166343015,0.155
chunk_42-00183-of-00495.parquet,170099883,0.158
chunk_42-00184-of-00495.parquet,179251667,0.167
chunk_42-00185-of-00495.parquet,178047201,0.166
chunk_42-00186-of-00495.parquet,190194194,0.177
chunk_42-00187-of-00495.parquet,197751678,0.184
chunk_42-00188-of-00495.parquet,198895637,0.185
chunk_42-00189-of-00495.parquet,191286210,0.178
chunk_42-00190-of-00495.parquet,178546949,0.166
chunk_42-00191-of-00495.parquet,161233790,0.15
chunk_42-00192-of-00495.parquet,191718331,0.179
chunk_42-00193-of-00495.parquet,196755061,0.183
chunk_42-00194-of-00495.parquet,153809887,0.143
chunk_42-00195-of-00495.parquet,159694433,0.149
chunk_42-00196-of-00495.parquet,97614648,0.091
chunk_42-00197-of-00495.parquet,125804441,0.117
chunk_42-00198-of-00495.parquet,144857806,0.135
chunk_42-00199-of-00495.parquet,114181435,0.106
chunk_42-00200-of-00495.parquet,165863763,0.154
chunk_42-00201-of-00495.parquet,168911739,0.157
chunk_42-00202-of-00495.parquet,170035560,0.158
chunk_42-00203-of-00495.parquet,147290897,0.137
chunk_42-00204-of-00495.parquet,151097360,0.141
chunk_42-00205-of-00495.parquet,194589068,0.181
chunk_42-00206-of-00495.parquet,172228942,0.16
chunk_42-00207-of-00495.parquet,149322486,0.139
chunk_42-00208-of-00495.parquet,150558289,0.14
chunk_42-00209-of-00495.parquet,173010371,0.161
chunk_42-00210-of-00495.parquet,153715550,0.143
chunk_42-00211-of-00495.parquet,140350041,0.131
chunk_42-00212-of-00495.parquet,173484924,0.162
chunk_42-00213-of-00495.parquet,161927728,0.151
chunk_42-00214-of-00495.parquet,161955613,0.151
chunk_42-00215-of-00495.parquet,174196599,0.162
chunk_42-00216-of-00495.parquet,181073272,0.169
chunk_42-00217-of-00495.parquet,211277254,0.197
chunk_42-00218-of-00495.parquet,192838861,0.18
chunk_42-00219-of-00495.parquet,178784749,0.167
chunk_42-00220-of-00495.parquet,180595797,0.168
chunk_42-00221-of-00495.parquet,194314539,0.181
chunk_42-00222-of-00495.parquet,245439642,0.229
chunk_42-00223-of-00495.parquet,215194513,0.2
chunk_42-00224-of-00495.parquet,180743807,0.168
chunk_42-00225-of-00495.parquet,164038789,0.153
chunk_42-00226-of-00495.parquet,170508132,0.159
chunk_42-00227-of-00495.parquet,143307035,0.133
chunk_42-00228-of-00495.parquet,187818542,0.175
chunk_42-00229-of-00495.parquet,185308181,0.173
chunk_42-00230-of-00495.parquet,205820642,0.192
chunk_42-00231-of-00495.parquet,179288567,0.167
chunk_42-00232-of-00495.parquet,153185305,0.143
chunk_42-00233-of-00495.parquet,170508675,0.159
chunk_42-00234-of-00495.parquet,171877485,0.16
chunk_42-00235-of-00495.parquet,215982992,0.201
chunk_42-00236-of-00495.parquet,181697634,0.169
chunk_42-00237-of-00495.parquet,138839213,0.129
chunk_42-00238-of-00495.parquet,169682483,0.158
chunk_42-00239-of-00495.parquet,197110181,0.184
chunk_42-00240-of-00495.parquet,186862491,0.174
chunk_42-00241-of-00495.parquet,159469783,0.149
chunk_42-00242-of-00495.parquet,156426768,0.146
chunk_42-00243-of-00495.parquet,175231343,0.163
chunk_42-00244-of-00495.parquet,169700908,0.158
chunk_42-00245-of-00495.parquet,162592207,0.151
chunk_42-00246-of-00495.parquet,154427584,0.144
chunk_42-00247-of-00495.parquet,169759345,0.158
chunk_42-00248-of-00495.parquet,166619149,0.155
chunk_42-00249-of-00495.parquet,169613966,0.158
chunk_42-00250-of-00495.parquet,169073728,0.157
chunk_42-00251-of-00495.parquet,164480871,0.153
chunk_42-00252-of-00495.parquet,151957164,0.142
chunk_42-00253-of-00495.parquet,142316393,0.133
chunk_42-00254-of-00495.parquet,151087777,0.141
chunk_42-00255-of-00495.parquet,139363564,0.13
chunk_42-00256-of-00495.parquet,146387516,0.136
chunk_42-00257-of-00495.parquet,155672251,0.145
chunk_42-00258-of-00495.parquet,153668346,0.143
chunk_42-00259-of-00495.parquet,159099199,0.148
chunk_42-00260-of-00495.parquet,184824069,0.172
chunk_42-00261-of-00495.parquet,175135948,0.163
chunk_42-00262-of-00495.parquet,149544347,0.139
chunk_42-00263-of-00495.parquet,182088875,0.17
chunk_42-00264-of-00495.parquet,171324664,0.16
chunk_42-00265-of-00495.parquet,176839013,0.165
chunk_42-00266-of-00495.parquet,166078647,0.155
chunk_42-00267-of-00495.parquet,143861247,0.134
chunk_42-00268-of-00495.parquet,149428899,0.139
chunk_42-00269-of-00495.parquet,157139326,0.146
chunk_42-00270-of-00495.parquet,145016144,0.135
chunk_42-00271-of-00495.parquet,150803041,0.14
chunk_42-00272-of-00495.parquet,141904213,0.132
chunk_42-00273-of-00495.parquet,135441956,0.126
chunk_42-00274-of-00495.parquet,133801983,0.125
chunk_42-00275-of-00495.parquet,132827031,0.124
chunk_42-00276-of-00495.parquet,129518800,0.121
chunk_42-00277-of-00495.parquet,127718251,0.119
chunk_42-00278-of-00495.parquet,135581226,0.126
chunk_42-00279-of-00495.parquet,153743145,0.143
chunk_42-00280-of-00495.parquet,162726913,0.152
chunk_42-00281-of-00495.parquet,166494269,0.155
chunk_42-00282-of-00495.parquet,166245382,0.155
chunk_42-00283-of-00495.parquet,155741146,0.145
chunk_42-00284-of-00495.parquet,166870955,0.155
chunk_42-00285-of-00495.parquet,170642128,0.159
chunk_42-00286-of-00495.parquet,163385172,0.152
chunk_42-00287-of-00495.parquet,160868759,0.15
chunk_42-00288-of-00495.parquet,158578322,0.148
chunk_42-00289-of-00495.parquet,164996515,0.154
chunk_42-00290-of-00495.parquet,162274161,0.151
chunk_42-00291-of-00495.parquet,164154226,0.153
chunk_42-00292-of-00495.parquet,147345368,0.137
chunk_42-00293-of-00495.parquet,161499141,0.15
chunk_42-00294-of-00495.parquet,157870891,0.147
chunk_42-00295-of-00495.parquet,151771956,0.141
chunk_42-00296-of-00495.parquet,157088035,0.146
chunk_42-00297-of-00495.parquet,158378416,0.148
chunk_42-00298-of-00495.parquet,160484731,0.149
chunk_42-00299-of-00495.parquet,149161988,0.139
chunk_42-00300-of-00495.parquet,153701824,0.143
chunk_42-00301-of-00495.parquet,160991603,0.15
chunk_42-00302-of-00495.parquet,162861314,0.152
chunk_42-00303-of-00495.parquet,132423166,0.123
chunk_42-00304-of-00495.parquet,148062578,0.138
chunk_42-00305-of-00495.parquet,145583593,0.136
chunk_42-00306-of-00495.parquet,155385086,0.145
chunk_42-00307-of-00495.parquet,139900024,0.13
chunk_42-00308-of-00495.parquet,162273859,0.151
chunk_42-00309-of-00495.parquet,171008238,0.159
chunk_42-00310-of-00495.parquet,120263629,0.112
chunk_42-00311-of-00495.parquet,120947206,0.113
chunk_42-00312-of-00495.parquet,110662800,0.103
chunk_42-00313-of-00495.parquet,99997545,0.093
chunk_42-00314-of-00495.parquet,103784289,0.097
chunk_42-00315-of-00495.parquet,93832329,0.087
chunk_42-00316-of-00495.parquet,97431766,0.091
chunk_42-00317-of-00495.parquet,118798855,0.111
chunk_42-00318-of-00495.parquet,123828564,0.115
chunk_42-00319-of-00495.parquet,128459906,0.12
chunk_42-00320-of-00495.parquet,141850113,0.132
chunk_42-00321-of-00495.parquet,163143737,0.152
chunk_42-00322-of-00495.parquet,159254130,0.148
chunk_42-00323-of-00495.parquet,172369842,0.161
chunk_42-00324-of-00495.parquet,173752101,0.162
chunk_42-00325-of-00495.parquet,165960153,0.155
chunk_42-00326-of-00495.parquet,173550470,0.162
chunk_42-00327-of-00495.parquet,142381438,0.133
chunk_42-00328-of-00495.parquet,150038874,0.14
chunk_42-00329-of-00495.parquet,132696810,0.124
chunk_42-00330-of-00495.parquet,137263858,0.128
chunk_42-00331-of-00495.parquet,134692916,0.125
chunk_42-00332-of-00495.parquet,159100143,0.148
chunk_42-00333-of-00495.parquet,150418335,0.14
chunk_42-00334-of-00495.parquet,141590878,0.132
chunk_42-00335-of-00495.parquet,159751972,0.149
chunk_42-00336-of-00495.parquet,160868284,0.15
chunk_42-00337-of-00495.parquet,168417645,0.157
chunk_42-00338-of-00495.parquet,172251152,0.16
chunk_42-00339-of-00495.parquet,156057345,0.145
chunk_42-00340-of-00495.parquet,136525291,0.127
chunk_42-00341-of-00495.parquet,138321084,0.129
chunk_42-00342-of-00495.parquet,157120031,0.146
chunk_42-00343-of-00495.parquet,150812068,0.14
chunk_42-00344-of-00495.parquet,167958270,0.156
chunk_42-00345-of-00495.parquet,136962490,0.128
chunk_42-00346-of-00495.parquet,162830527,0.152
chunk_42-00347-of-00495.parquet,149360015,0.139
chunk_42-00348-of-00495.parquet,135422212,0.126
chunk_42-00349-of-00495.parquet,129343236,0.12
chunk_42-00350-of-00495.parquet,142640295,0.133
chunk_42-00351-of-00495.parquet,140150888,0.131
chunk_42-00352-of-00495.parquet,150192136,0.14
chunk_42-00353-of-00495.parquet,154713884,0.144
chunk_42-00354-of-00495.parquet,175263704,0.163
chunk_42-00355-of-00495.parquet,160389577,0.149
chunk_42-00356-of-00495.parquet,159637654,0.149
chunk_42-00357-of-00495.parquet,147054647,0.137
chunk_42-00358-of-00495.parquet,167493668,0.156
chunk_42-00359-of-00495.parquet,151570828,0.141
chunk_42-00360-of-00495.parquet,146457463,0.136
chunk_42-00361-of-00495.parquet,165953414,0.155
chunk_42-00362-of-00495.parquet,164573924,0.153
chunk_42-00363-of-00495.parquet,156372816,0.146
chunk_42-00364-of-00495.parquet,154398858,0.144
chunk_42-00365-of-00495.parquet,158090318,0.147
chunk_42-00366-of-00495.parquet,140399734,0.131
chunk_42-00367-of-00495.parquet,144491481,0.135
chunk_42-00368-of-00495.parquet,133194630,0.124
chunk_42-00369-of-00495.parquet,129779575,0.121
chunk_42-00370-of-00495.parquet,150045722,0.14
chunk_42-00371-of-00495.parquet,172749104,0.161
chunk_42-00372-of-00495.parquet,137876786,0.128
chunk_42-00373-of-00495.parquet,146372874,0.136
chunk_42-00374-of-00495.parquet,199582668,0.186
chunk_42-00375-of-00495.parquet,186416793,0.174
chunk_42-00376-of-00495.parquet,158053161,0.147
chunk_42-00377-of-00495.parquet,157673342,0.147
chunk_42-00378-of-00495.parquet,162127971,0.151
chunk_42-00379-of-00495.parquet,152953038,0.142
chunk_42-00380-of-00495.parquet,149700895,0.139
chunk_42-00381-of-00495.parquet,145914803,0.136
chunk_42-00382-of-00495.parquet,137887748,0.128
chunk_42-00383-of-00495.parquet,133506945,0.124
chunk_42-00384-of-00495.parquet,130656619,0.122
chunk_42-00385-of-00495.parquet,138928606,0.129
chunk_42-00386-of-00495.parquet,130812816,0.122
chunk_42-00387-of-00495.parquet,123267836,0.115
chunk_42-00388-of-00495.parquet,112113666,0.104
chunk_42-00389-of-00495.parquet,118132534,0.11
chunk_42-00390-of-00495.parquet,118882598,0.111
chunk_42-00391-of-00495.parquet,117748308,0.11
chunk_42-00392-of-00495.parquet,107537932,0.1
chunk_42-00393-of-00495.parquet,110514138,0.103
chunk_42-00394-of-00495.parquet,127882598,0.119
chunk_42-00395-of-00495.parquet,132838586,0.124
chunk_42-00396-of-00495.parquet,139715162,0.13
chunk_42-00397-of-00495.parquet,148796635,0.139
chunk_42-00398-of-00495.parquet,152091905,0.142
chunk_42-00399-of-00495.parquet,146892787,0.137
chunk_42-00400-of-00495.parquet,143977936,0.134
chunk_42-00401-of-00495.parquet,146439934,0.136
chunk_42-00402-of-00495.parquet,136966801,0.128
chunk_42-00403-of-00495.parquet,129253604,0.12
chunk_42-00404-of-00495.parquet,128906804,0.12
chunk_42-00405-of-00495.parquet,121212056,0.113
chunk_42-00406-of-00495.parquet,145620580,0.136
chunk_42-00407-of-00495.parquet,137061265,0.128
chunk_42-00408-of-00495.parquet,140572871,0.131
chunk_42-00409-of-00495.parquet,154221234,0.144
chunk_42-00410-of-00495.parquet,156793115,0.146
chunk_42-00411-of-00495.parquet,172394100,0.161
chunk_42-00412-of-00495.parquet,169720423,0.158
chunk_42-00413-of-00495.parquet,166602225,0.155
chunk_42-00414-of-00495.parquet,149274288,0.139
chunk_42-00415-of-00495.parquet,153442361,0.143
chunk_42-00416-of-00495.parquet,146788142,0.137
chunk_42-00417-of-00495.parquet,152271773,0.142
chunk_42-00418-of-00495.parquet,152253608,0.142
chunk_42-00419-of-00495.parquet,137790282,0.128
chunk_42-00420-of-00495.parquet,141439434,0.132
chunk_42-00421-of-00495.parquet,130928881,0.122
chunk_42-00422-of-00495.parquet,113311882,0.106
chunk_42-00423-of-00495.parquet,115159746,0.107
chunk_42-00424-of-00495.parquet,100025888,0.093
chunk_42-00425-of-00495.parquet,110196512,0.103
chunk_42-00426-of-00495.parquet,131966052,0.123
chunk_42-00427-of-00495.parquet,125991706,0.117
chunk_42-00428-of-00495.parquet,125301322,0.117
chunk_42-00429-of-00495.parquet,133026247,0.124
chunk_42-00430-of-00495.parquet,129095345,0.12
chunk_42-00431-of-00495.parquet,138633779,0.129
chunk_42-00432-of-00495.parquet,129697111,0.121
chunk_42-00433-of-00495.parquet,128805742,0.12
chunk_42-00434-of-00495.parquet,135990465,0.127
chunk_42-00435-of-00495.parquet,132558174,0.123
chunk_42-00436-of-00495.parquet,139726969,0.13
chunk_42-00437-of-00495.parquet,132963996,0.124
chunk_42-00438-of-00495.parquet,107091301,0.1
chunk_42-00439-of-00495.parquet,109875284,0.102
chunk_42-00440-of-00495.parquet,92706887,0.086
chunk_42-00441-of-00495.parquet,76509006,0.071
chunk_42-00442-of-00495.parquet,66162977,0.062
chunk_42-00443-of-00495.parquet,65193993,0.061
chunk_42-00444-of-00495.parquet,71052875,0.066
chunk_42-00445-of-00495.parquet,85393082,0.08
chunk_42-00446-of-00495.parquet,100948712,0.094
chunk_42-00447-of-00495.parquet,102024766,0.095
chunk_42-00448-of-00495.parquet,107445107,0.1
chunk_42-00449-of-00495.parquet,124938648,0.116
chunk_42-00450-of-00495.parquet,139244278,0.13
chunk_42-00451-of-00495.parquet,156293796,0.146
chunk_42-00452-of-00495.parquet,158014215,0.147
chunk_42-00453-of-00495.parquet,137627532,0.128
chunk_42-00454-of-00495.parquet,138347109,0.129
chunk_42-00455-of-00495.parquet,155673910,0.145
chunk_42-00456-of-00495.parquet,142914088,0.133
chunk_42-00457-of-00495.parquet,126692955,0.118
chunk_42-00458-of-00495.parquet,134509047,0.125
chunk_42-00459-of-00495.parquet,123055147,0.115
chunk_42-00460-of-00495.parquet,104801714,0.098
chunk_42-00461-of-00495.parquet,104860272,0.098
chunk_42-00462-of-00495.parquet,111947019,0.104
chunk_42-00463-of-00495.parquet,95322672,0.089
chunk_42-00464-of-00495.parquet,95010119,0.088
chunk_42-00465-of-00495.parquet,90321636,0.084
chunk_42-00466-of-00495.parquet,98314941,0.092
chunk_42-00467-of-00495.parquet,105367307,0.098
chunk_42-00468-of-00495.parquet,101765244,0.095
chunk_42-00469-of-00495.parquet,102179450,0.095
chunk_42-00470-of-00495.parquet,111428360,0.104
chunk_42-00471-of-00495.parquet,112347489,0.105
chunk_42-00472-of-00495.parquet,106430643,0.099
chunk_42-00473-of-00495.parquet,112332721,0.105
chunk_42-00474-of-00495.parquet,131796693,0.123
chunk_42-00475-of-00495.parquet,131445094,0.122
chunk_42-00476-of-00495.parquet,139462578,0.13
chunk_42-00477-of-00495.parquet,133360813,0.124
chunk_42-00478-of-00495.parquet,125242533,0.117
chunk_42-00479-of-00495.parquet,126099055,0.117
chunk_42-00480-of-00495.parquet,120012233,0.112
chunk_42-00481-of-00495.parquet,118748728,0.111
chunk_42-00482-of-00495.parquet,120326473,0.112
chunk_42-00483-of-00495.parquet,122056502,0.114
chunk_42-00484-of-00495.parquet,124766312,0.116
